DATE,BOROUGH,LATITUDE,LONGITUDE,LOCATION,ON_STREET_NAME,CROSS STREET NAME,OFF STREET NAME,CONTRIBUTINGFACTOR,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1
9/1/2019,,,,,NASSAU EXPRESSWAY               ,,,Driver Inattention/Distraction,,,,,4198311,Sedan
9/1/2019,,40.673676,-73.86576,POINT (-73.86576 40.673676),SUTTER AVENUE                   ,,,Unspecified,,,,,4199346,Sedan
9/1/2019,,40.8746,-73.9097,POINT (-73.9097 40.8746),BROADWAY                        ,,,Pavement Defective,,,,,4197802,Sedan
9/1/2019,,,,,GRAND CENTRAL PARKWAY           ,UNION TURNPIKE,,Unspecified,,,,,4199721,Motorcycle
9/1/2019,BROOKLYN,40.665245,-73.87513,POINT (-73.87513 40.665245),LINDEN BOULEVARD                ,ATKINS AVENUE,,Following Too Closely,Unspecified,,,,4199339,Sedan
9/1/2019,BRONX,,,,EAST FORDHAM ROAD               ,BELMONT AVENUE,,Driver Inattention/Distraction,Unspecified,,,,4199427,Station Wagon/Sport Utility Vehicle
9/1/2019,STATEN ISLAND,40.55232,-74.190956,POINT (-74.190956 40.55232),,,260       ARDEN AVENUE                  ,View Obstructed/Limited,Unspecified,,,,4198162,Station Wagon/Sport Utility Vehicle
9/1/2019,,40.74915,-73.98828,POINT (-73.98828 40.74915),AVENUE OF THE AMERICAS          ,,,Traffic Control Disregarded,,,,,4201656,Taxi
9/1/2019,BRONX,40.873394,-73.90671,POINT (-73.90671 40.873394),WEST 225 STREET                 ,EXTERIOR STREET,,Driver Inattention/Distraction,Unspecified,,,,4198003,Sedan
9/1/2019,BRONX,40.853024,-73.88407,POINT (-73.88407 40.853024),,,2358      CROTONA AVENUE                ,Driver Inattention/Distraction,Unspecified,,,,4197979,Sedan
9/1/2019,,40.836437,-73.91842,POINT (-73.91842 40.836437),WALTON AVENUE                   ,,,Driver Inattention/Distraction,Unspecified,Unspecified,,,4198170,Station Wagon/Sport Utility Vehicle
9/1/2019,BRONX,40.822105,-73.90062,POINT (-73.90062 40.822105),PROSPECT AVENUE                 ,EAST 163 STREET,,Unspecified,Unspecified,,,,4198144,Station Wagon/Sport Utility Vehicle
9/1/2019,,40.83394,-73.9087,POINT (-73.9087 40.83394),EAST 169 STREET                 ,,,Unspecified,,,,,4198190,Sedan
9/1/2019,BROOKLYN,40.70207,-73.94423,POINT (-73.94423 40.70207),,,672       BROADWAY                      ,Unsafe Speed,Unspecified,Unspecified,,,4198832,Station Wagon/Sport Utility Vehicle
9/1/2019,,40.70145,-73.989624,POINT (-73.989624 40.70145),BROOKLYN QUEENS EXPRESSWAY      ,,,Unsafe Lane Changing,Unspecified,,,,4200946,Taxi
9/1/2019,,40.696198,-73.98869,POINT (-73.98869 40.696198),ADAMS STREET                    ,,,Unsafe Lane Changing,Unsafe Speed,,,,4199595,Taxi
9/1/2019,,40.738194,-73.8492,POINT (-73.8492 40.738194),LONG ISLAND EXPRESSWAY          ,,,Following Too Closely,Unspecified,,,,4198039,Taxi
9/1/2019,BRONX,40.809105,-73.9229,POINT (-73.9229 40.809105),EAST 138 STREET                 ,WILLIS AVENUE,,Unspecified,Unspecified,,,,4198258,Sedan
9/1/2019,QUEENS,40.70678,-73.90888,POINT (-73.90888 40.70678),,,565       WOODWARD AVENUE               ,Passing or Lane Usage Improper,Unspecified,Unspecified,,,4197863,Station Wagon/Sport Utility Vehicle
9/1/2019,,40.66484,-73.82229,POINT (-73.82229 40.66484),BELT PARKWAY                    ,,,Other Vehicular,,,,,4198309,Motorcycle
9/1/2019,QUEENS,40.668026,-73.78108,POINT (-73.78108 40.668026),ROCKAWAY BOULEVARD              ,140 AVENUE,,,,,,,4201281,
9/1/2019,,40.811367,-73.95402,POINT (-73.95402 40.811367),MORNINGSIDE AVENUE              ,WEST 125 STREET,,Other Vehicular,,,,,4203076,Taxi
9/1/2019,BROOKLYN,40.68665,-73.91315,POINT (-73.91315 40.68665),BUSHWICK AVENUE                 ,ELDERT STREET,,Traffic Control Disregarded,Traffic Control Disregarded,Unspecified,Unspecified,,4198868,Sedan
9/1/2019,,40.613922,-73.89704,POINT (-73.89704 40.613922),BELT PARKWAY                    ,,,Following Too Closely,Unspecified,,,,4198593,Station Wagon/Sport Utility Vehicle
9/1/2019,,,,,HUTCHINSON RIVER PARKWAY RAMP   ,,,Unspecified,Unspecified,,,,4198959,Sedan
9/1/2019,BROOKLYN,40.627903,-73.92104,POINT (-73.92104 40.627903),,,1021      EAST 57 STREET                ,Unspecified,Unspecified,,,,4198304,Station Wagon/Sport Utility Vehicle
9/1/2019,QUEENS,40.716675,-73.75502,POINT (-73.75502 40.716675),207 STREET                      ,93 AVENUE,,Driver Inattention/Distraction,Unspecified,,,,4197897,Sedan
9/1/2019,,40.74106,-73.946106,POINT (-73.946106 40.74106),LONG ISLAND EXPRESSWAY          ,,,Unsafe Lane Changing,Unspecified,,,,4198914,Sedan
9/1/2019,,40.787174,-73.81349,POINT (-73.81349 40.787174),CROSS ISLAND PARKWAY            ,,,Failure to Yield Right-of-Way,Following Too Closely,,,,4198628,Station Wagon/Sport Utility Vehicle
9/1/2019,,40.696785,-73.95659,POINT (-73.95659 40.696785),BEDFORD AVENUE                  ,,,Driver Inattention/Distraction,Unspecified,,,,4201792,Station Wagon/Sport Utility Vehicle
9/1/2019,QUEENS,40.698345,-73.890205,POINT (-73.890205 40.698345),COOPER AVENUE                   ,64 LANE,,Unspecified,Unspecified,,,,4198080,Station Wagon/Sport Utility Vehicle
9/1/2019,,,,,LINDEN BOULEVARD                ,235 STREET,,Unspecified,,,,,4198056,Sedan
9/1/2019,,,,,FERRY TERMINAL DRIVE            ,RICHMOND TERRACE,,Unspecified,,,,,4198655,Sedan
9/1/2019,,40.69878,-73.91178,POINT (-73.91178 40.69878),PALMETTO STREET                 ,,,Unspecified,Unspecified,,,,4198864,Bus
9/1/2019,MANHATTAN,40.71891,-73.999245,POINT (-73.999245 40.71891),CENTRE STREET                   ,HOWARD STREET,,Driver Inattention/Distraction,Unspecified,,,,4198235,Sedan
9/1/2019,BRONX,40.8396,-73.86922,POINT (-73.86922 40.8396),EAST TREMONT AVENUE             ,COMMONWLTH AVENUE,,Unspecified,Unspecified,,,,4197920,Taxi
9/1/2019,,40.74543,-73.84748,POINT (-73.84748 40.74543),GRAND CENTRAL PKWY              ,,,Driver Inattention/Distraction,Unspecified,,,,4197966,Station Wagon/Sport Utility Vehicle
9/1/2019,MANHATTAN,40.71997,-73.992905,POINT (-73.992905 40.71997),DELANCEY STREET                 ,CHRYSTIE STREET,,Other Vehicular,Other Vehicular,,,,4202456,Station Wagon/Sport Utility Vehicle
9/1/2019,MANHATTAN,40.759243,-73.9847,POINT (-73.9847 40.759243),,,6         TIMES SQUARE                  ,Unspecified,Unspecified,,,,4198394,Station Wagon/Sport Utility Vehicle
9/1/2019,QUEENS,40.70226,-73.840034,POINT (-73.840034 40.70226),,,109-72    PARK LANE SOUTH               ,Driver Inattention/Distraction,,,,,4201352,Sedan
9/1/2019,MANHATTAN,40.76318,-73.98437,POINT (-73.98437 40.76318),,,266       WEST 52 STREET                ,Unsafe Lane Changing,Unspecified,,,,4198735,Sedan
9/1/2019,,40.719566,-73.94561,POINT (-73.94561 40.719566),GRAHAM AVENUE                   ,MEEKER AVENUE,,Unspecified,Unspecified,,,,4198797,Sedan
9/1/2019,BROOKLYN,40.67216,-73.98721,POINT (-73.98721 40.67216),4 AVENUE                        ,6 STREET,,Driver Inattention/Distraction,Unspecified,,,,4198189,Box Truck
9/1/2019,,,,,VERRAZANO BRIDGE UPPER          ,,,Reaction to Uninvolved Vehicle,Following Too Closely,Unspecified,,,4198363,Station Wagon/Sport Utility Vehicle
9/1/2019,BROOKLYN,40.676613,-73.89024,POINT (-73.89024 40.676613),,,2816      ATLANTIC AVENUE               ,Unspecified,,,,,4199379,Taxi
9/1/2019,,40.66644,-73.95361,POINT (-73.95361 40.66644),ROGERS AVENUE                   ,,,Unspecified,Unspecified,,,,4202936,Sedan
9/1/2019,BROOKLYN,40.650063,-73.90738,POINT (-73.90738 40.650063),,,9701      AVENUE D                      ,Driver Inattention/Distraction,Unspecified,,,,4198148,Station Wagon/Sport Utility Vehicle
9/1/2019,QUEENS,40.703728,-73.8151,POINT (-73.8151 40.703728),,,140-24    QUEENS BOULEVARD              ,Driver Inattention/Distraction,Unspecified,,,,4198517,Sedan
9/1/2019,BRONX,40.89466,-73.86137,POINT (-73.86137 40.89466),EAST 233 STREET                 ,BRONX BOULEVARD,,Following Too Closely,Unspecified,,,,4201977,Station Wagon/Sport Utility Vehicle
9/1/2019,BRONX,40.89466,-73.86137,POINT (-73.86137 40.89466),EAST 233 STREET                 ,BRONX BOULEVARD,,Driver Inattention/Distraction,Unspecified,,,,4201967,Station Wagon/Sport Utility Vehicle
9/1/2019,MANHATTAN,40.79157,-73.94678,POINT (-73.94678 40.79157),EAST 105 STREET                 ,LEXINGTON AVENUE,,Driver Inattention/Distraction,Unspecified,,,,4198420,Bus
9/1/2019,,40.68025,-73.82223,POINT (-73.82223 40.68025),111 AVENUE                      ,,,Traffic Control Disregarded,Unspecified,Unspecified,Unspecified,,4198315,Sedan
9/1/2019,,,,,COLLEGE POINT BOULEVARD         ,HARDING EXPRESSWAY,,Passing Too Closely,Passing Too Closely,,,,4198674,Taxi
9/1/2019,QUEENS,,,,,,66-67     fresh pond road               ,Unspecified,Unspecified,,,,4199113,Station Wagon/Sport Utility Vehicle
9/1/2019,MANHATTAN,40.86769,-73.92122,POINT (-73.92122 40.86769),BROADWAY                        ,WEST 207 STREET,,Unspecified,,,,,4198430,Bike
9/1/2019,QUEENS,40.688362,-73.77663,POINT (-73.77663 40.688362),MERRICK BOULEVARD               ,116 AVENUE,,Alcohol Involvement,Unspecified,,,,4198579,Sedan
9/1/2019,,40.630684,-74.16175,POINT (-74.16175 40.630684),,,261       LOCKMAN AVENUE                ,Driver Inattention/Distraction,Unspecified,,,,4198482,Sedan
9/1/2019,QUEENS,40.677444,-73.83242,POINT (-73.83242 40.677444),,,110-42    107 STREET                    ,Passing Too Closely,Unspecified,,,,4198313,Station Wagon/Sport Utility Vehicle
9/1/2019,MANHATTAN,40.757362,-73.96068,POINT (-73.96068 40.757362),SUTTON PLACE                    ,EAST 57 STREET,,Turning Improperly,Unspecified,,,,4197677,Sedan
9/1/2019,BROOKLYN,40.61913,-73.99019,POINT (-73.99019 40.61913),65 STREET                       ,18 AVENUE,,Alcohol Involvement,Unspecified,,,,4198134,Sedan
9/1/2019,STATEN ISLAND,40.643776,-74.078445,POINT (-74.078445 40.643776),WALL STREET                     ,ACADEMY PLACE,,Unspecified,Unspecified,,,,4198651,Sedan
9/1/2019,,40.72773,-73.90674,POINT (-73.90674 40.72773),BORDEN AVENUE                   ,MAURICE AVENUE,,Failure to Yield Right-of-Way,Unspecified,,,,4206501,Station Wagon/Sport Utility Vehicle
9/1/2019,,,,,UTOPIA PARKWAY                  ,HARDING EXPRESSWAY,,Turning Improperly,Unspecified,,,,4198076,Station Wagon/Sport Utility Vehicle
9/1/2019,QUEENS,40.748775,-73.80977,POINT (-73.80977 40.748775),PARSONS BOULEVARD               ,ROSE AVENUE,,Failure to Yield Right-of-Way,,,,,4198627,Station Wagon/Sport Utility Vehicle
9/1/2019,,40.657608,-73.94232,POINT (-73.94232 40.657608),WINTHROP STREET                 ,,,Driver Inattention/Distraction,Unspecified,,,,4202408,Station Wagon/Sport Utility Vehicle
9/1/2019,,40.65835,-74.00361,POINT (-74.00361 40.65835),GOWANUS EXPY (BQE)              ,,,Accelerator Defective,Unspecified,,,,4197742,Station Wagon/Sport Utility Vehicle
9/1/2019,BRONX,40.887096,-73.83335,POINT (-73.83335 40.887096),,,3705      HARPER AVENUE                 ,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,4200699,Sedan
9/1/2019,,,,,AVENUE OF THE AMERICAS          ,WEST HOUSTON STREET,,Passing Too Closely,Unspecified,,,,4198816,Sedan
9/1/2019,,,,,WILLIS AVE BRIDGE               ,,,Unspecified,Unspecified,,,,4198284,Station Wagon/Sport Utility Vehicle
9/1/2019,BRONX,40.85244,-73.85421,POINT (-73.85421 40.85244),,,1920      TOMLINSON AVENUE              ,Alcohol Involvement,Unspecified,,,,4198738,Sedan
9/1/2019,QUEENS,40.755398,-73.86918,POINT (-73.86918 40.755398),99 STREET                       ,34 AVENUE,,Following Too Closely,Unspecified,,,,4198718,Station Wagon/Sport Utility Vehicle
9/1/2019,BROOKLYN,,,,PARK CIRCLE                     ,OCEAN PARKWAY,,Failure to Yield Right-of-Way,Unspecified,,,,4198349,Station Wagon/Sport Utility Vehicle
9/1/2019,,,,,STEUBEN STREET                  ,HYLAN BOULEVARD,,Following Too Closely,Unspecified,,,,4197938,Sedan
9/1/2019,QUEENS,40.707897,-73.76773,POINT (-73.76773 40.707897),,,102-07    FARMERS BOULEVARD             ,Unsafe Speed,Unspecified,,,,4198515,Sedan
9/1/2019,BROOKLYN,40.617,-73.947,POINT (-73.947 40.617),AVENUE N                        ,EAST 28 STREET,,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4198125,Sedan
9/1/2019,BROOKLYN,40.630505,-73.92812,POINT (-73.92812 40.630505),UTICA AVENUE                    ,AVENUE I,,Passing Too Closely,Unspecified,,,,4198133,Station Wagon/Sport Utility Vehicle
9/1/2019,BROOKLYN,40.65735,-73.97405,POINT (-73.97405 40.65735),PROSPECT PARK SOUTHWEST         ,16 STREET,,Following Too Closely,Unspecified,,,,4198460,Station Wagon/Sport Utility Vehicle
9/1/2019,BROOKLYN,40.638172,-73.98526,POINT (-73.98526 40.638172),14 AVENUE                       ,41 STREET,,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4199063,Sedan
9/1/2019,QUEENS,40.700367,-73.906624,POINT (-73.906624 40.700367),CYPRESS AVENUE                  ,PUTNAM AVENUE,,Failure to Yield Right-of-Way,Unspecified,,,,4197988,Pick-up Truck
9/1/2019,,40.89193,-73.855156,POINT (-73.855156 40.89193),EAST 232 STREET                 ,BARNES AVENUE,,View Obstructed/Limited,Unspecified,,,,4201976,Sedan
9/1/2019,,40.829155,-73.93728,POINT (-73.93728 40.829155),WEST 155 STREET                 ,,,Unspecified,,,,,4198100,Sedan
9/1/2019,BROOKLYN,40.65958,-73.89247,POINT (-73.89247 40.65958),HEGEMAN AVENUE                  ,SHEFFIELD AVENUE,,Failure to Yield Right-of-Way,Unspecified,Unspecified,,,4199334,Station Wagon/Sport Utility Vehicle
9/1/2019,BRONX,40.88337,-73.85956,POINT (-73.85956 40.88337),BARNES AVENUE                   ,EAST 220 STREET,,Driver Inattention/Distraction,Unspecified,,,,4201989,Sedan
9/1/2019,,40.66495,-73.993355,POINT (-73.993355 40.66495),4 AVENUE                        ,,,Unspecified,,,,,4198346,Moped
9/1/2019,MANHATTAN,40.79193,-73.97191,POINT (-73.97191 40.79193),,,673       AMSTERDAM AVENUE              ,Driver Inattention/Distraction,Unspecified,,,,4199917,Taxi
9/1/2019,,40.632244,-73.938,POINT (-73.938 40.632244),EAST 40 STREET                  ,AVENUE H,,Other Vehicular,,,,,4198105,Station Wagon/Sport Utility Vehicle
9/1/2019,,40.81847,-73.9414,POINT (-73.9414 40.81847),7 AVENUE                        ,,,Passenger Distraction,Unspecified,,,,4198101,Station Wagon/Sport Utility Vehicle
9/1/2019,QUEENS,40.712006,-73.919266,POINT (-73.919266 40.712006),FLUSHING AVENUE                 ,CHARLOTTE STREET,,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4198082,Motorcycle
9/1/2019,QUEENS,40.678703,-73.781746,POINT (-73.781746 40.678703),LONG STREET                     ,122 AVENUE,,Driver Inattention/Distraction,Unspecified,,,,4201286,Station Wagon/Sport Utility Vehicle
9/1/2019,BROOKLYN,40.66968,-73.91075,POINT (-73.91075 40.66968),ROCKAWAY AVENUE                 ,PITKIN AVENUE,,Following Too Closely,Unspecified,,,,4199195,Sedan
9/1/2019,STATEN ISLAND,40.556973,-74.16901,POINT (-74.16901 40.556973),RICHMOND AVENUE                 ,BARLOW AVENUE,,Driver Inattention/Distraction,Unspecified,,,,4198164,Station Wagon/Sport Utility Vehicle
9/1/2019,MANHATTAN,40.80481,-73.94837,POINT (-73.94837 40.80481),,,106       WEST 120 STREET               ,Passing Too Closely,Oversized Vehicle,,,,4203840,Sedan
9/1/2019,QUEENS,40.743416,-73.95387,POINT (-73.95387 40.743416),49 AVENUE                       ,VERNON BOULEVARD,,Passenger Distraction,Unspecified,,,,4198910,Station Wagon/Sport Utility Vehicle
9/1/2019,,40.700592,-73.85457,POINT (-73.85457 40.700592),WOODHAVEN BOULEVARD             ,,,Driver Inattention/Distraction,Unspecified,,,,4201149,Sedan
9/1/2019,,40.79275,-73.97132,POINT (-73.97132 40.79275),WEST 94 STREET                  ,,,Driver Inattention/Distraction,Unspecified,,,,4197944,Station Wagon/Sport Utility Vehicle
9/1/2019,QUEENS,40.68694,-73.81414,POINT (-73.81414 40.68694),130 STREET                      ,107 AVENUE,,Driver Inexperience,Unspecified,Unspecified,,,4198314,Sedan
9/1/2019,BRONX,40.85394,-73.91468,POINT (-73.91468 40.85394),LORING PLACE SOUTH              ,WEST BURNSIDE AVENUE,,,,,,,4198255,
9/1/2019,,40.743427,-73.775475,POINT (-73.775475 40.743427),LONG ISLAND EXPRESSWAY          ,,,Other Vehicular,Driver Inattention/Distraction,,,,4197908,Sedan
9/1/2019,,,,,THROGS NECK BRIDGE              ,,,Reaction to Uninvolved Vehicle,Following Too Closely,,,,4202193,Sedan
9/1/2019,QUEENS,40.740498,-73.78696,POINT (-73.78696 40.740498),,,187-04    HORACE HARDING EXPRESSWAY     ,Backing Unsafely,Unspecified,,,,4200260,Sedan
9/1/2019,,,,,VANWYCK EXPRESSWAY              ,LINDEN BOULEVARD,,Driver Inattention/Distraction,Unspecified,,,,4198572,Sedan
9/1/2019,,40.695026,-73.75643,POINT (-73.75643 40.695026),196 STREET                      ,,,Reaction to Uninvolved Vehicle,Unspecified,,,,4198841,Sedan
9/1/2019,QUEENS,40.670555,-73.85634,POINT (-73.85634 40.670555),79 STREET                       ,LINDEN BOULEVARD,,Driver Inexperience,,,,,4198306,Sedan
9/1/2019,QUEENS,40.70979,-73.79327,POINT (-73.79327 40.70979),,,168-33    88 AVENUE                     ,Passing Too Closely,Unspecified,,,,4198516,Station Wagon/Sport Utility Vehicle
9/1/2019,BRONX,40.834637,-73.85182,POINT (-73.85182 40.834637),,,1315      CASTLE HILL AVENUE            ,Driver Inattention/Distraction,Unspecified,,,,4198242,Sedan
9/1/2019,BRONX,40.843193,-73.890045,POINT (-73.890045 40.843193),FAIRMOUNT PLACE                 ,PROSPECT AVENUE,,Other Vehicular,Passing or Lane Usage Improper,,,,4198341,Station Wagon/Sport Utility Vehicle
9/1/2019,,40.684494,-73.86169,POINT (-73.86169 40.684494),ATLANTIC AVENUE                 ,78 STREET,,Passing Too Closely,Unspecified,,,,4200675,Sedan
9/1/2019,MANHATTAN,40.743782,-73.97352,POINT (-73.97352 40.743782),EAST 34 STREET                  ,1 AVENUE,,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Traffic Control Disregarded,,,,4197994,Station Wagon/Sport Utility Vehicle
9/1/2019,MANHATTAN,40.751076,-73.997986,POINT (-73.997986 40.751076),,,356       9 AVENUE                      ,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4198396,Station Wagon/Sport Utility Vehicle
9/1/2019,,40.79935,-73.95908,POINT (-73.95908 40.79935),CENTRAL PARK WEST               ,,,Driver Inattention/Distraction,Unspecified,,,,4197951,Taxi
9/1/2019,QUEENS,40.74163,-73.9446,POINT (-73.9446 40.74163),25 STREET                       ,49 AVENUE,,Driver Inattention/Distraction,Unspecified,,,,4198912,Station Wagon/Sport Utility Vehicle
9/1/2019,MANHATTAN,40.797943,-73.94003,POINT (-73.94003 40.797943),3 AVENUE                        ,EAST 116 STREET,,Driver Inattention/Distraction,Unspecified,,,,4199486,Sedan
9/1/2019,QUEENS,40.758743,-73.804214,POINT (-73.804214 40.758743),162 STREET                      ,43 AVENUE,,Passing Too Closely,Unspecified,,,,4198653,Sedan
9/1/2019,QUEENS,40.7032,-73.7892,POINT (-73.7892 40.7032),LIBERTY AVENUE                  ,169 STREET,,Traffic Control Disregarded,Unsafe Speed,,,,4198537,Sedan
9/1/2019,MANHATTAN,40.758488,-73.97514,POINT (-73.97514 40.758488),MADISON AVENUE                  ,EAST 51 STREET,,Passing or Lane Usage Improper,Unspecified,,,,4197729,Sedan
9/1/2019,QUEENS,40.68159,-73.74459,POINT (-73.74459 40.68159),131 AVENUE                      ,223 STREET,,Failure to Yield Right-of-Way,Unspecified,,,,4198058,Sedan
9/1/2019,QUEENS,40.714767,-73.78722,POINT (-73.78722 40.714767),,,176-05    DALNY ROAD                    ,Unspecified,Unspecified,,,,4197875,Sedan
9/1/2019,STATEN ISLAND,40.6433,-74.09651,POINT (-74.09651 40.6433),,,226       FILLMORE STREET               ,Unspecified,Unspecified,,,,4198666,Sedan
9/1/2019,QUEENS,40.680756,-73.813446,POINT (-73.813446 40.680756),LINDEN BOULEVARD                ,127 STREET,,Other Vehicular,Other Vehicular,,,,4197689,Sedan
9/1/2019,QUEENS,40.740025,-73.786316,POINT (-73.786316 40.740025),,,61-10     188 STREET                    ,Following Too Closely,Driver Inexperience,,,,4198462,Pick-up Truck
9/1/2019,,40.737553,-73.85089,POINT (-73.85089 40.737553),LONG ISLAND EXPRESSWAY          ,,,Driver Inattention/Distraction,Unspecified,,,,4197983,Station Wagon/Sport Utility Vehicle
9/1/2019,,,,,EAST DRIVE                      ,102 CROSS DRIVE,,Unspecified,,,,,4198302,Sedan
9/1/2019,QUEENS,40.60266,-73.74997,POINT (-73.74997 40.60266),,,18-05     MOTT AVENUE                   ,Driver Inattention/Distraction,Unspecified,,,,4200797,Sedan
9/1/2019,BROOKLYN,40.68876,-73.98085,POINT (-73.98085 40.68876),FLATBUSH AVENUE                 ,NEVINS STREET,,Driver Inexperience,Unspecified,,,,4197922,Sedan
9/1/2019,BRONX,40.838875,-73.90266,POINT (-73.90266 40.838875),CLAREMONT PARKWAY               ,WASHINGTON AVENUE,,Passing or Lane Usage Improper,Unspecified,,,,4197695,Sedan
9/1/2019,,40.676003,-73.865395,POINT (-73.865395 40.676003),CONDUIT BOULEVARD               ,GRANT AVENUE,,Following Too Closely,Unspecified,,,,4199344,Station Wagon/Sport Utility Vehicle
9/1/2019,BRONX,40.85154,-73.918335,POINT (-73.918335 40.85154),PALISADE PLACE                  ,POPHAM AVENUE,,Brakes Defective,Unspecified,Unspecified,Unspecified,,4198288,Sedan
9/1/2019,,40.71493,-73.976494,POINT (-73.976494 40.71493),WILLIAMSBURG BRIDGE             ,ROOSEVELT DRIVE,,Following Too Closely,Unspecified,Unspecified,,,4197791,Sedan
9/1/2019,BRONX,40.81903,-73.91262,POINT (-73.91262 40.81903),BROOK AVENUE                    ,BERGEN AVENUE,,Unspecified,Unspecified,,,,4198271,Sedan
9/1/2019,BROOKLYN,40.596424,-73.93649,POINT (-73.93649 40.596424),,,3045      AVENUE W                      ,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,,4198649,Sedan
9/1/2019,QUEENS,40.76066,-73.943306,POINT (-73.943306 40.76066),VERNON BOULEVARD                ,37 AVENUE,,Failure to Yield Right-of-Way,Unspecified,,,,4198216,Taxi
9/1/2019,BROOKLYN,40.690704,-73.95442,POINT (-73.95442 40.690704),,,10        SPENCER COURT                 ,Oversized Vehicle,Unspecified,,,,4202345,Station Wagon/Sport Utility Vehicle
9/1/2019,BROOKLYN,40.655563,-73.87974,POINT (-73.87974 40.655563),FLATLANDS AVENUE                ,SCHENCK AVENUE,,Failure to Yield Right-of-Way,Unspecified,,,,4199345,Station Wagon/Sport Utility Vehicle
9/1/2019,,40.87626,-73.90395,POINT (-73.90395 40.87626),WEST 230 STREET                 ,BAILEY AVENUE,,Turning Improperly,Unspecified,,,,4198445,Sedan
9/1/2019,,40.845467,-73.92813,POINT (-73.92813 40.845467),CROSS BRONX EXPY                ,,,Driver Inattention/Distraction,Unspecified,,,,4198250,Station Wagon/Sport Utility Vehicle
9/1/2019,BROOKLYN,40.66045,-73.86719,POINT (-73.86719 40.66045),FOUNTAIN AVENUE                 ,FLATLANDS AVENUE,,Following Too Closely,Unspecified,,,,4199343,Sedan
9/1/2019,,40.74183,-73.956894,POINT (-73.956894 40.74183),5 STREET                        ,BORDEN AVENUE,,Passenger Distraction,Driver Inattention/Distraction,,,,4198908,Sedan
9/1/2019,BRONX,40.857418,-73.899956,POINT (-73.899956 40.857418),GRAND CONCOURSE                 ,EAST 183 STREET,,Alcohol Involvement,Unspecified,,,,4197817,Station Wagon/Sport Utility Vehicle
9/1/2019,BROOKLYN,40.721424,-73.96054,POINT (-73.96054 40.721424),KENT AVENUE                     ,NORTH 9 STREET,,Alcohol Involvement,Unspecified,Unspecified,Unspecified,,4198795,Station Wagon/Sport Utility Vehicle
9/1/2019,BRONX,40.879936,-73.85915,POINT (-73.85915 40.879936),,,875       EAST 216 STREET               ,Driver Inattention/Distraction,Unspecified,,,,4202110,Sedan
9/1/2019,QUEENS,40.778732,-73.79369,POINT (-73.79369 40.778732),UTOPIA PARKWAY                  ,21 AVENUE,,Following Too Closely,Unspecified,,,,4197918,Station Wagon/Sport Utility Vehicle
9/1/2019,BROOKLYN,40.64258,-73.91974,POINT (-73.91974 40.64258),,,1410      RALPH AVENUE                  ,Driver Inattention/Distraction,Unspecified,Unspecified,,,4198129,Sedan
9/1/2019,,40.84041,-73.86268,POINT (-73.86268 40.84041),UNIONPORT ROAD                  ,GUERLAIN STREET,,Unspecified,,,,,4203695,Station Wagon/Sport Utility Vehicle
9/1/2019,BRONX,40.838223,-73.85459,POINT (-73.85459 40.838223),,,1575      ODELL STREET                  ,Unspecified,,,,,4200783,Sedan
9/1/2019,BROOKLYN,40.69426,-73.91036,POINT (-73.91036 40.69426),JEFFERSON AVENUE                ,KNICKERBOCKER AVENUE,,Passing Too Closely,Unspecified,,,,4198861,Moped
9/1/2019,MANHATTAN,40.728966,-73.97687,POINT (-73.97687 40.728966),,,649       EAST 14 STREET                ,Unspecified,,,,,4201138,Sedan
9/1/2019,BROOKLYN,40.688118,-73.93402,POINT (-73.93402 40.688118),,,760       GATES AVENUE                  ,Unsafe Speed,Unspecified,,,,4199156,Sedan
9/1/2019,,,,,,,2         WEST 15 PLACE                 ,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4198293,Sedan
9/1/2019,BROOKLYN,40.65958,-73.89247,POINT (-73.89247 40.65958),HEGEMAN AVENUE                  ,SHEFFIELD AVENUE,,Driver Inattention/Distraction,Unspecified,,,,4199335,Sedan
9/1/2019,,40.6229,-74.14943,POINT (-74.14943 40.6229),,,985       RICHMOND AVENUE               ,Unspecified,,,,,4206500,Sedan
9/1/2019,STATEN ISLAND,40.549374,-74.152664,POINT (-74.152664 40.549374),AMBOY ROAD                      ,LINDENWOOD ROAD,,Following Too Closely,Unspecified,,,,4197939,Station Wagon/Sport Utility Vehicle
9/1/2019,QUEENS,40.691948,-73.730675,POINT (-73.730675 40.691948),LINDEN BOULEVARD                ,231 STREET,,Unspecified,Unspecified,Unspecified,,,4198079,Sedan
9/1/2019,BROOKLYN,40.697727,-73.92454,POINT (-73.92454 40.697727),CENTRAL AVENUE                  ,STOCKHOLM STREET,,Following Too Closely,Backing Unsafely,,,,4198820,Taxi
